Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
,2023-04-14,5527.406683170173,,,,,,,,,,,873.5591015041302,2015.5886500597494
,2023-04-15,3423.3306534967055,,,,,,,,,,,892.2390998942851,1798.9436672376714
,2023-04-16,3343.644016909163,,,,,,,,,,,864.4523536231117,1863.6568759785857
,2023-04-17,5071.295519975489,,,,,,,,,,,874.4751726425455,1967.977042800807
,2023-04-18,4882.611616636931,,,,,,,,,,,901.5620095345326,1931.3813736050497
,2023-04-19,4833.726113451572,,,,,,,,,,,865.5954941331835,1952.952295319183
,2023-04-20,4905.418166858538,,,,,,,,,,,902.1867283699539,1915.9953972987541
,2023-04-21,4525.850948633618,,,,,,,,,,,885.6162790318322,1932.7736186027337
,2023-04-22,3975.0796984448534,,,,,,,,,,,866.562998361586,1907.3466162541697
,2023-04-23,4724.6154598727335,,,,,,,,,,,884.4861160858328,1981.7002956056133
,2023-04-24,4265.368893416081,,,,,,,,,,,889.5883167444009,1932.0445164010796
,2023-04-25,5489.00776753185,,,,,,,,,,,884.327149433258,1970.332899841061
,2023-04-26,4769.517012402007,,,,,,,,,,,851.4466292016432,1919.7968359951585
,2023-04-27,4359.416372054891,,,,,,,,,,,864.092942362627,1905.0505045243829
,2023-04-28,4775.662233977685,,,,,,,,,,,871.2872204667274,1919.1451648865777
,2023-04-29,5351.404353062297,,,,,,,,,,,873.8834985634993,1968.6753529254834
,2023-04-30,4727.614098589236,,,,,,,,,,,884.3100814632602,1918.2353092983105
,2023-05-01,4604.487830652839,,,,,,,,,,,877.6655150139989,1943.147789437366
,2023-05-02,5406.205523773944,,,,,,,,,,,854.9698346193485,2037.4790469107872
,2023-05-03,5460.262032721363,,,,,,,,,,,880.7029677650894,1990.8524747864494
,2023-05-04,4984.489769702186,,,,,,,,,,,884.1587861792574,1929.373052133349
,2023-05-05,5057.424900019199,,,,,,,,,,,883.3968567189656,1992.5464111728206
,2023-05-06,5594.468207506228,,,,,,,,,,,891.2117108833194,1943.5189338650302
,2023-05-07,4460.187831760707,,,,,,,,,,,887.5088323182335,1845.9089566431917
,2023-05-08,4527.230294864081,,,,,,,,,,,881.8877011884266,1889.0259845594203
,2023-05-09,5044.819410980122,,,,,,,,,,,873.9475143281203,1869.3060206155405
,2023-05-10,5430.144037384399,,,,,,,,,,,850.0855859972602,1941.0864331350447
,2023-05-11,5825.4655040577345,,,,,,,,,,,881.4442732869888,1967.1786067120888
,2023-05-12,6665.206146310862,,,,,,,,,,,878.1153153074466,2057.4919538141785
,2023-05-13,6253.717476888174,,,,,,,,,,,879.0736825579306,1991.7547371473715
,2023-05-14,5558.50128395878,,,,,,,,,,,855.8487713626954,1950.0503012464676
,2023-05-15,5670.3966964530655,,,,,,,,,,,858.784151893876,1995.1875574317128
,2023-05-16,4991.290933026276,,,,,,,,,,,890.7972927999936,1854.162900011864
,2023-05-17,5685.528610423754,,,,,,,,,,,874.4066726921502,1971.8682569078785
,2023-05-18,5497.908085294564,,,,,,,,,,,885.2225104605893,1987.917695906752
,2023-05-19,5923.403585275133,,,,,,,,,,,875.4247756419569,1910.0966526052387
,2023-05-20,5112.028652174641,,,,,,,,,,,875.4463420924362,1991.808123218981
,2023-05-21,6044.301951711306,,,,,,,,,,,889.07425708964,1986.2341977772426
,2023-05-22,6739.459075056679,,,,,,,,,,,867.2593290767394,1975.944457017016
,2023-05-23,5572.35234045426,,,,,,,,,,,876.4418116541148,1984.521341514373
,2023-05-24,5907.844860902103,,,,,,,,,,,868.0658706694244,2059.623281766522
,2023-05-25,6084.201145469051,,,,,,,,,,,868.4825565885153,1981.1089686443129
,2023-05-26,5291.0752908064205,,,,,,,,,,,870.3624181479704,1961.1024031893396
,2023-05-27,5696.095221808617,,,,,,,,,,,878.3320065745057,1944.3711417843506
,2023-05-28,5511.92525584962,,,,,,,,,,,867.8187706750479,1923.4898039599689
,2023-05-29,5532.062056132601,,,,,,,,,,,893.8363418836028,1991.2723485512727
,2023-05-30,4879.988033716245,,,,,,,,,,,861.5808904667074,1905.1848764983952
,2023-05-31,5392.626186885044,,,,,,,,,,,872.1969253375796,1956.9376833997771
,2023-06-01,5675.560322253278,,,,,,,,,,,868.4040341258874,1943.0525684794889
,2023-06-02,6291.532437686077,,,,,,,,,,,896.704668265306,1998.9172626780294
,2023-06-03,5893.438454129551,,,,,,,,,,,877.9483216476737,1981.7304400437508
,2023-06-04,6673.017163955548,,,,,,,,,,,890.4776680920295,2032.1592310261888
,2023-06-05,4570.295178325053,,,,,,,,,,,852.7165944044455,1910.1792062836687
,2023-06-06,5657.712477914625,,,,,,,,,,,879.0057539880389,1950.8539305286831
,2023-06-07,5113.276179228719,,,,,,,,,,,888.3444619343516,1906.943056489528
,2023-06-08,6454.051334169106,,,,,,,,,,,876.2342598391314,1966.6297362875014
,2023-06-09,4290.246583379582,,,,,,,,,,,890.9822056259802,1937.6704935326393
,2023-06-10,4201.944189664362,,,,,,,,,,,867.2406732484944,1950.3350929419387
,2023-06-11,4302.914972461084,,,,,,,,,,,896.1402116027837,1886.0538148174974
,2023-06-12,3167.770805926232,,,,,,,,,,,909.4834718542887,1925.2919741164044
,2023-06-13,4217.968735253547,,,,,,,,,,,869.5574215934051,1974.7389067880135
,2023-06-14,3985.820752838274,,,,,,,,,,,868.3174621789884,1930.4179890671844
,2023-06-15,4553.6489709279085,,,,,,,,,,,896.8007671567655,2005.1760888145486
,2023-06-16,4618.9321443520075,,,,,,,,,,,898.6935821859607,1901.0179218744859
,2023-06-17,5624.7481642194925,,,,,,,,,,,867.157099592701,1910.9209022738146
,2023-06-18,4909.07158820248,,,,,,,,,,,868.6971977435621,1869.1103782781854
,2023-06-19,3773.13206800109,,,,,,,,,,,870.7732308670924,1967.645545831027
,2023-06-20,3482.327398675474,,,,,,,,,,,854.8332423344858,1925.6696947877474
,2023-06-21,4391.093861809796,,,,,,,,,,,861.220220802737,1923.2364377867189
,2023-06-22,3059.6119043620524,,,,,,,,,,,859.937888498719,1898.616228034566
,2023-06-23,5204.520219274196,,,,,,,,,,,863.483036523438,1903.6810158016133
,2023-06-24,4688.732026710581,,,,,,,,,,,874.4797266891983,2031.7938513764038
,2023-06-25,3477.4222114820627,,,,,,,,,,,878.5132209880478,1904.523767607068
,2023-06-26,2551.657131167226,,,,,,,,,,,898.2575073922112,1877.2802812461166
,2023-06-27,4646.034024859549,,,,,,,,,,,860.0246893889181,1961.7744942376492
,2023-06-28,3568.2563635821452,,,,,,,,,,,889.7648359771488,1921.1905510861013
,2023-06-29,4467.819613841375,,,,,,,,,,,871.7901673366174,1936.6073499380616
,2023-06-30,2441.1208127494856,,,,,,,,,,,874.2580443552135,1838.127330717887
,2023-07-01,3096.6329280898944,,,,,,,,,,,885.122292382499,1907.3339608022939
,2023-07-02,3482.079634660943,,,,,,,,,,,858.1591696765655,1974.7689694207425
,2023-07-03,3476.8717708670765,,,,,,,,,,,880.7361461927608,1953.1559952995442
,2023-07-04,3097.9918556371294,,,,,,,,,,,877.4967831231959,1952.2415180837795
,2023-07-05,3821.6628574116667,,,,,,,,,,,882.3867689601223,1888.7417402973715
,2023-07-06,2614.6318034175783,,,,,,,,,,,879.3375296586173,1835.1195730015877
,2023-07-07,3242.344661604647,,,,,,,,,,,911.8295020986634,1887.606942099004
,2023-07-08,3410.0731256885847,,,,,,,,,,,865.4339002362302,1899.6596572255073
,2023-07-09,3673.694075562316,,,,,,,,,,,867.0350456749727,1948.730348612047
,2023-07-10,3803.3432594827977,,,,,,,,,,,865.6528921036286,1840.9683650823445
,2023-07-11,2513.5221428498116,,,,,,,,,,,866.6678432125962,1932.996931145562
,2023-07-12,2226.3978781091955,,,,,,,,,,,865.4391930904022,1857.2910520028174
,2023-07-13,4198.106817056117,,,,,,,,,,,892.8352479666132,1902.8706662608492
,2023-07-14,3543.7457744113512,,,,,,,,,,,896.3075637198478,1860.765704258489
,2023-07-15,2798.491660084481,,,,,,,,,,,866.4388055937578,1813.7626376992116
,2023-07-16,4423.4210173685615,,,,,,,,,,,862.5146664034365,1959.3102809975785
,2023-07-17,3437.5954315252197,,,,,,,,,,,882.071233345796,1901.1497310168281
,2023-07-18,4204.903354257169,,,,,,,,,,,866.7166543357854,1868.5416598462768
,2023-07-19,3453.119027486239,,,,,,,,,,,884.4939772663326,1846.8573927599193
,2023-07-20,4878.441930884286,,,,,,,,,,,878.0438453127695,1925.9526671965173
,2023-07-21,4698.221839779279,,,,,,,,,,,852.2638382750415,2000.9957707195551
,2023-07-22,3332.1653029120357,,,,,,,,,,,898.2125780199509,1884.8210688857996
,2023-07-23,4226.767270472014,,,,,,,,,,,901.9381650964328,1860.6390610316191
,2023-07-24,4041.796194535328,,,,,,,,,,,865.8081696427342,1905.6501687090001
,2023-07-25,4594.435828816788,,,,,,,,,,,869.1844766009602,1920.3606523191443
,2023-07-26,3010.1507057889366,,,,,,,,,,,879.2879808608736,1778.128840162021
,2023-07-27,4217.7172609306945,,,,,,,,,,,880.0168518498053,1918.3344127944501
,2023-07-28,4532.772427733843,,,,,,,,,,,884.8781640900925,1920.2704024411912
,2023-07-29,2617.4825860955443,,,,,,,,,,,905.1530680814952,1902.6334713381236
,2023-07-30,3079.1883809419846,,,,,,,,,,,872.3457915875892,1961.9350546818705
,2023-07-31,2540.8263262269174,,,,,,,,,,,863.0255413319233,1917.657639074108
,2023-08-01,3842.2737790974493,,,,,,,,,,,854.310211579782,1899.0237032091625
,2023-08-02,4597.252099544237,,,,,,,,,,,864.0360494008712,1887.0890236373116
,2023-08-03,5212.06961889381,,,,,,,,,,,874.5030954068931,2051.850666955532
,2023-08-04,4278.850966823568,,,,,,,,,,,901.9183679527669,1924.6216221269674
,2023-08-05,5434.479108882131,,,,,,,,,,,867.2358305144575,1955.8280033588644
,2023-08-06,3396.5174151267233,,,,,,,,,,,878.3568192745835,1896.0783512335063
,2023-08-07,3238.81324662725,,,,,,,,,,,874.7536565589087,1900.4609117629213
,2023-08-08,4461.116610772366,,,,,,,,,,,892.8258991017212,1921.6860581165386
